chapter,text,pred,label
0,"“ Brother , Can You Spare a Dime ? ” first appeared in 1932 , written for the Broadway musical New Americana by Jay Gorney , a composer who based the song ’ s music on a Russian lullaby , and Edgar Yipsel “ Yip ” Harburg , a lyricist who would go on to win an Academy Award for the song “ Over the Rainbow ” from The Wizard of Oz ( 1939 ) . With its lyrics speaking to the plight of the common man during the Great Depression and the refrain appealing to the same sense of community later found in the films of Frank Capra , “ Brother , Can You Spare a Dime ? ” quickly became the de facto anthem of the Great Depression . Recordings by Bing Crosby , Al Jolson , and Rudy Vallee all enjoyed tremendous popularity in the 1930s .",0.7712855935096741,0.0
0,— Jay Gorney and “ Yip ” Harburg,0.0634823590517044,0.0
0,"Yet , to listen to Hoover ’ s later reflections on Franklin Roosevelt ’ s first term in office , one could easily mistake his vision for America for the one held by his successor . Speaking in 1936 before an audience in Denver , Colorado , he acknowledged that it was always his intent as president to ensure “ a nation built of home owners and farm owners . We want to see more and more of them insured against death and accident , unemployment and old age , ” he declared . “ We want them all secure . ” 1 Such humanitarianism was not uncommon to Hoover . Throughout his early career in public service , he was committed to relief for people around the world . In 1900 , he coordinated relief efforts for foreign nationals trapped in China during the Boxer Rebellion . At the outset of World War I , he led the food relief effort in Europe , specifically helping millions of Belgians who faced German forces . President Woodrow Wilson subsequently appointed him head of the U . S . Food Administration to coordinate rationing efforts in America as well as to secure essential food items for the Allied forces and citizens in Europe . 1 Herbert Hoover , address delivered in Denver , Colorado , 30 October 1936 , compiled in Hoover , Addresses Upon the American Road , 1933-1938 ( New York , 1938 ) , p . 216 . This particular quotation is frequently misidentified as part of Hoover ’ s inaugural address in 1932 .",0.07673712074756622,0.0
0,"Women ’ s lives , too , were profoundly affected . Some wives and mothers sought employment to make ends meet , an undertaking that was often met with strong resistance from husbands and potential employers . Many men derided and criticized women who worked , feeling that jobs should go to unemployed men . Some campaigned to keep companies from hiring married women , and an increasing number of school districts expanded the long-held practice of banning the hiring of married female teachers . Despite the pushback , women entered the workforce in increasing numbers , from ten million at the start of the Depression to nearly thirteen million by the end of the 1930s . This increase took place in spite of the twenty-six states that passed a variety of laws to prohibit the employment of married women . Several women found employment in the emerging pink collar occupations , viewed as traditional women ’ s work , including jobs as telephone operators , social workers , and secretaries . Others took jobs as maids and housecleaners , working for those fortunate few who had maintained their wealth .",0.025272268801927567,0.0
0,"Why should I be standing in line , just waiting for bread ?",0.036670032888650894,0.0
0,"White women ’ s forays into domestic service came at the expense of minority women , who had even fewer employment options . Unsurprisingly , African American men and women experienced unemployment , and the grinding poverty that followed , at double and triple the rates of their White counterparts . By 1932 , unemployment among African Americans reached near 50 percent . In rural areas , where large numbers of African Americans continued to live despite the Great Migration of 1910 – 1930 , depression-era life represented an intensified version of the poverty that they traditionally experienced . Subsistence farming allowed many African Americans who lost either their land or jobs working for White landholders to survive , but their hardships increased . Life for African Americans in urban settings was equally trying , with Blacks and working-class Whites living in close proximity and competing for scarce jobs and resources .",0.8941697478294373,0.0
0,"When there was earth to plow or guns to bear , I was always there , right on the job",0.04430976137518883,0.0
0,What Was the Crash ?,0.02953954227268696,0.0
0,"Upon his inauguration , President Hoover set forth an agenda that he hoped would continue the “ Coolidge prosperity ” of the previous administration . While accepting the Republican Party ’ s presidential nomination in 1928 , Hoover commented , “ Given the chance to go forward with the policies of the last eight years , we shall soon with the help of God be in sight of the day when poverty will be banished from this nation forever . ” In the spirit of normalcy that defined the Republican ascendancy of the 1920s , Hoover planned to immediately overhaul federal regulations with the intention of allowing the nation ’ s economy to grow unfettered by any controls . The role of the government , he contended , should be to create a partnership with the American people , in which the latter would rise ( or fall ) on their own merits and abilities . He felt the less government intervention in their lives , the better .",0.691883385181427,0.0
0,"Unable to receive aid from the government , Americans thus turned to private charities ; churches , synagogues , and other religious organizations ; and state aid . But these organizations were not prepared to deal with the scope of the problem . Private aid organizations showed declining assets as well during the Depression , with fewer Americans possessing the ability to donate to such charities . Likewise , state governments were particularly ill-equipped . Governor Franklin D . Roosevelt was the first to institute a Department of Welfare in New York in 1929 . City governments had equally little to offer . In New York City in 1932 , family allowances were $ 2.39 per week , and only one-half of the families who qualified actually received them . In Detroit , allowances fell to fifteen cents a day per person , and eventually ran out completely . In most cases , relief was only in the form of food and fuel ; organizations provided nothing in the way of rent , shelter , medical care , clothing , or other necessities . There was no infrastructure to support the elderly , who were the most vulnerable , and this population largely depended on their adult children to support them , adding to families ’ burdens ( Figure 25.8 ) .",0.9600790739059448,0.0
