chapter,doc,score,label,cluster_prob
0,"Hoover ’ s other attempt at federal assistance also occurred in 1932 , when he endorsed a bill by Senator Robert Wagner of New York . This was the Emergency Relief and Construction Act . This act authorized the RFC to expand beyond loans to financial institutions and allotted $ 1.5 billion to states to fund local public works projects . This program failed to deliver the kind of help needed , however , as Hoover severely limited the types of projects it could fund to those that were ultimately self-paying ( such as toll bridges and public housing ) and those that required skilled workers . While well intended , these programs maintained the status quo , and there was still no direct federal relief to the individuals who so desperately needed it .",1.0218443870544434,0.0,"[1.0, 1.6398747134950554e-36]"
0,"As conditions worsened , however , Hoover eventually relaxed his opposition to federal relief and formed the Reconstruction Finance Corporation ( RFC ) in 1932 , in part because it was an election year and Hoover hoped to keep his office . Although not a form of direct relief to the American people in greatest need , the RFC was much larger in scope than any preceding effort , setting aside $ 2 billion in taxpayer money to rescue banks , credit unions , and insurance companies . The goal was to boost confidence in the nation ’ s financial institutions by ensuring that they were on solid footing . This model was flawed on a number of levels . First , the program only lent money to banks with sufficient collateral , which meant that most of the aid went to large banks . In fact , of the first $ 61 million loaned , $ 41 million went to just three banks . Small town and rural banks got almost nothing . Furthermore , at this time , confidence in financial institutions was not the primary concern of most Americans . They needed food and jobs . Many had no money to put into the banks , no matter how confident they were that the banks were safe .",1.0040425062179563,0.0,"[1.0, 3.874709644208494e-14]"
0,"Although it was a relatively quiet period for U . S . diplomacy , Hoover did help to usher in a period of positive relations , specifically with several Latin American neighbors . This would establish the basis for Franklin Roosevelt ’ s “ Good Neighbor ” policy . After a goodwill tour of Central American countries immediately following his election in 1928 , Hoover shaped the subsequent Clark Memorandum — released in 1930 — which largely repudiated the previous Roosevelt Corollary , establishing a basis for unlimited American military intervention throughout Latin America . To the contrary , through the memorandum , Hoover asserted that greater emphasis should be placed upon the older Monroe Doctrine , in which the U . S . pledged assistance to her Latin American neighbors should any European powers interfere in Western Hemisphere affairs . Hoover further strengthened relations to the south by withdrawing American troops from Haiti and Nicaragua . Additionally , he outlined with Secretary of State Henry Stimson the Hoover-Stimson Doctrine , which announced that the United States would never recognize claims to territories seized by force ( a direct response to the recent Japanese invasion of Manchuria ) . Other diplomatic overtures met with less success for Hoover . Most notably , in an effort to support the American economy during the early stages of the Depression , the president signed into law the Smoot-Hawley Tariff in 1930 . The law , which raised tariffs on thousands of imports , was intended to increase sales of American-made goods , but predictably angered foreign trade partners who in turn raised their tariffs on American imports , thus shrinking international trade and closing additional markets to desperate American manufacturers . As a result , the global depression worsened further . A similar attempt to spur the world economy , known as the Hoover Moratorium , likewise met with great opposition and little economic benefit . Issued in 1931 , the moratorium called for a halt to World War I reparations to be paid by Germany to France , as well as forgiveness of Allied war debts to the U . S .",0.9966303706169128,1.0,"[1.0, 1.5688711476586204e-55]"
0,"Farmers also organized and protested , often violently . The most notable example was the Farm Holiday Association . Led by Milo Reno , this organization held significant sway among farmers in Iowa , Nebraska , Wisconsin , Minnesota , and the Dakotas . Although they never comprised a majority of farmers in any of these states , their public actions drew press attention nationwide . Among their demands , the association sought a federal government plan to set agricultural prices artificially high enough to cover the farmers ’ costs , as well as a government commitment to sell any farm surpluses on the world market . To achieve their goals , the group called for farm holidays , during which farmers would neither sell their produce nor purchase any other goods until the government met their demands . However , the greatest strength of the association came from the unexpected and seldom-planned actions of its members , which included barricading roads into markets , attacking nonmember farmers , and destroying their produce . Some members even raided small town stores , destroying produce on the shelves . Members also engaged in “ penny auctions , ” bidding pennies on foreclosed farm land and threatening any potential buyers with bodily harm if they competed in the sale . Once they won the auction , the association returned the land to the original owner . In Iowa , farmers threatened to hang a local judge if he signed any more farm foreclosures . At least one death occurred as a direct result of these protests before they waned following the election of Franklin Roosevelt .",0.9956031441688538,0.0,"[2.674239350729807e-74, 1.0]"
0,"One of the most notable protest movements occurred toward the end of Hoover ’ s presidency and centered on the Bonus Expeditionary Force , or Bonus Army , in the spring of 1932 . In this protest , approximately fifteen thousand World War I veterans marched on Washington to demand early payment of their veteran bonuses , which were not due to be paid until 1945 . The group camped out in vacant federal buildings and set up camps in Anacostia Flats near the Capitol building ( Figure 25.10 ) .",0.9882988333702089,1.0,"[2.6120486515806447e-25, 1.0]"
0,"In keeping with these principles , Hoover ’ s response to the crash focused on two very common American traditions : He asked individuals to tighten their belts and work harder , and he asked the business community to voluntarily help sustain the economy by retaining workers and continuing production . He immediately summoned a conference of leading industrialists to meet in Washington , DC , urging them to maintain their current wages while America rode out this brief economic panic . The crash , he assured business leaders , was not part of a greater downturn ; they had nothing to worry about . Similar meetings with utility companies and railroad executives elicited promises for billions of dollars in new construction projects , while labor leaders agreed to withhold demands for wage increases and workers continued to labor . Hoover also persuaded Congress to pass a $ 160 million tax cut to bolster American incomes , leading many to conclude that the president was doing all he could to stem the tide of the panic . In April 1930 , the New York Times editorial board concluded that “ No one in his place could have done more . ” However , these modest steps were not enough . By late 1931 , when it became clear that the economy would not improve on its own , Hoover recognized the need for some government intervention . He created the President ’ s Emergency Committee for Employment ( PECE ) , later renamed the President ’ s Organization of Unemployment Relief ( POUR ) . In keeping with Hoover ’ s distaste of what he viewed as handouts , this organization did not provide direct federal relief to people in need . Instead , it assisted state and private relief agencies , such as the Red Cross , Salvation Army , YMCA , and Community Chest . Hoover also strongly urged people of means to donate funds to help the poor , and he himself gave significant private donations to worthy causes . But these private efforts could not alleviate the widespread effects of poverty . Congress pushed for a more direct government response to the hardship . In 1930 – 1931 , it attempted to pass a $ 60 million bill to provide relief to drought victims by allowing them access to food , fertilizer , and animal feed . Hoover stood fast in his refusal to provide food , resisting any element of direct relief . The final bill of $ 47 million provided for everything except food but did not come close to adequately addressing the crisis . Again in 1931 , Congress proposed the Federal Emergency Relief Bill , which would have provided $ 375 million to states to help provide food , clothing , and shelter to the homeless . But Hoover opposed the bill , stating that it ruined the balance of power between states and the federal government , and in February 1932 , it was defeated by fourteen votes . However , the president ’ s adamant opposition to direct-relief federal government programs should not be viewed as one of indifference or uncaring toward the suffering American people . His personal sympathy for those in need was boundless . Hoover was one of only two presidents to reject his salary for the office he held . Throughout the Great Depression , he donated an average of $ 25,000 annually to various relief organizations to assist in their efforts . Furthermore , he helped to raise $ 500,000 in private funds to support the White House Conference on Child Health and Welfare in 1930 . Rather than indifference or heartlessness , Hoover ’ s steadfast adherence to a philosophy of individualism as the path toward long-term American recovery explained many of his policy decisions . “ A voluntary deed , ” he repeatedly commented , “ is infinitely more precious to our national ideal and spirit than a thousand-fold poured from the Treasury . ”",0.986662745475769,1.0,"[1.0, 2.2090057080354322e-39]"
0,"Exacerbating the problem was a massive drought that began in 1931 and lasted for eight terrible years . Dust storms roiled through the Great Plains , creating huge , choking clouds that piled up in doorways and filtered into homes through closed windows . Even more quickly than it had boomed , the land of agricultural opportunity went bust , due to widespread overproduction and overuse of the land , as well as to the harsh weather conditions that followed , resulting in the creation of the Dust Bowl ( Figure 25.13 ) .",0.9817489981651306,1.0,"[1.6633945372500766e-73, 1.0]"
0,"To understand the crash , it is useful to address the decade that preceded it . The prosperous 1920s ushered in a feeling of euphoria among middle-class and wealthy Americans , and people began to speculate on wilder investments . The government was a willing partner in this endeavor : The Federal Reserve followed a brief postwar recession in 1920 – 1921 with a policy of setting interest rates artificially low , as well as easing the reserve requirements on the nation ’ s largest banks . As a result , the money supply in the U . S . increased by nearly 60 percent , which convinced even more Americans of the safety of investing in questionable schemes . They felt that prosperity was boundless and that extreme risks were likely tickets to wealth . Named for Charles Ponzi , the original “ Ponzi schemes ” emerged early in the 1920s to encourage novice investors to divert funds to unfounded ventures , which in reality simply used new investors ’ funds to pay off older investors as the schemes grew in size . Speculation , where investors purchased into high-risk schemes that they hoped would pay off quickly , became the norm . Several banks , including deposit institutions that originally avoided investment loans , began to offer easy credit , allowing people to invest , even when they lacked the money to do so . An example of this mindset was the Florida land boom of the 1920s : Real estate developers touted Florida as a tropical paradise and investors went all in , buying land they had never seen with money they didn ’ t have and selling it for even higher prices .",0.9774889945983888,0.0,"[3.599688530615969e-66, 1.0]"
0,"Hoover ’ s steadfast resistance to government aid cost him the reelection and has placed him squarely at the forefront of the most unpopular presidents , according to public opinion , in modern American history . His name became synonymous with the poverty of the era : “ Hoovervilles ” became the common name for homeless shantytowns ( Figure 25.9 ) and “ Hoover blankets ” for the newspapers that the homeless used to keep warm . A “ Hoover flag ” was a pants pocket — empty of all money — turned inside out . By the 1932 election , hitchhikers held up signs reading : “ If you don ’ t give me a ride , I ’ ll vote for Hoover . ” Americans did not necessarily believe that Hoover caused the Great Depression . Their anger stemmed instead from what appeared to be a willful refusal to help regular citizens with direct aid that might allow them to recover from the crisis .",0.976618468761444,0.0,"[1.0, 1.87107123710166e-38]"
0,"As the effects of the Great Depression worsened , wealthier Americans had particular concern for “ the deserving poor ” — those who had lost all of their money due to no fault of their own . This concept gained greater attention beginning in the Progressive Era of the late nineteenth and early twentieth centuries , when early social reformers sought to improve the quality of life for all Americans by addressing the poverty that was becoming more prevalent , particularly in emerging urban areas . By the time of the Great Depression , social reformers and humanitarian agencies had determined that the “ deserving poor ” belonged to a different category from those who had speculated and lost . However , the sheer volume of Americans who fell into this group meant that charitable assistance could not begin to reach them all . Some fifteen million “ deserving poor , ” or a full one-third of the labor force , were struggling by 1932 . The country had no mechanism or system in place to help so many ; however , Hoover remained adamant that such relief should rest in the hands of private agencies , not with the federal government ( Figure 25.7 ) .",0.9744935035705566,1.0,"[2.3627850297530275e-20, 1.0]"
